sig_gene_seq,high_level_substr,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49
"HTH_8,GH16,GH117|GH117,GH2,GH2,null,null,null,2.A.1,null,null,null,null,null,GH50,GH105|GH154,null,null,null,GH16,null,null,GH86,GH86,null,null,null,1.B.14,HTH_AraC,null,null,GH29,GH16,null,1.B.14,GH2",agarose,-0.06661110371351242,-0.09341142326593399,0.5916404128074646,-0.1727437824010849,-0.10525169968605042,0.26679641008377075,-0.23962029814720154,0.44766852259635925,0.19839924573898315,0.20389783382415771,-0.2573179602622986,-0.09569483995437622,-0.02117868699133396,-0.4006558060646057,-0.16611601412296295,0.1541348248720169,-0.050886135548353195,-0.09500273317098618,0.6531651616096497,0.10752508789300919,-0.47364169359207153,-0.8227188587188721,-0.6718864440917969,-0.16257324814796448,-0.10325223207473755,-0.4374527037143707,-0.1319989264011383,-0.23954027891159058,0.006233977619558573,0.09230781346559525,0.02097002975642681,0.22335447371006012,0.21659597754478455,0.2145085483789444,-0.1572120636701584,-0.4596717357635498,-0.10502561926841736,-0.33660340309143066,-0.9945828914642334,0.07260478287935257,-0.4006766080856323,-0.01178986206650734,0.23169264197349548,-0.41432392597198486,-0.25014039874076843,0.1528870165348053,0.7194103598594666,-0.2773228585720062,-0.2313668578863144,0.03344373777508736
"GH2,2.A.21,null,null,3.D.1,null,GH96,GH96,null,null,2.A.1,GH50,GH50,null,null,GH29,null,SBP_bac_1,TrmB,null,null,null,null,null,null,null,null,null,null,null,null,1.B.14,null,GntR,GH50,1.B.14,null,null,null,GH86,null,3.A.1,3.A.1,3.A.1,3.A.1,null,PfkB,GH117|GH117",agarose,-0.6995441913604736,-0.5150549411773682,1.1165850162506104,0.03121078386902809,0.4774947762489319,0.41492629051208496,0.18074224889278412,0.2778306007385254,0.2198033481836319,0.2712860703468323,-0.3602091073989868,-0.08909663558006287,0.12712542712688446,-0.2227543592453003,-0.12817075848579407,-0.3568529784679413,-0.4875331223011017,0.12895238399505615,0.6718531250953674,-0.43150150775909424,-0.1738080084323883,-0.19462285935878754,-0.36881524324417114,0.6928605437278748,-0.6729959845542908,-0.11340460926294327,0.11401510238647461,-0.7521913647651672,-0.21774019300937653,0.4387582838535309,-0.1844327300786972,0.35809415578842163,0.171889990568161,-0.07668039202690125,-0.5003949403762817,-0.14299267530441284,0.2070123255252838,-0.04333624616265297,-0.15333488583564758,0.31238242983818054,0.08777278661727905,0.24600882828235626,-0.03629736602306366,-0.2613178491592407,0.1536543220281601,0.18415109813213348,0.08945553749799728,-0.23076660931110382,0.19943183660507202,0.17532838881015778
"GH2,GH141,GH105|GH154,null,null,null,1.B.14,null,null,GH16_11,GH117,GH16_11,GH16_14,GH29,null,null,null,null,null,null,null,HTH_AraC",agarose,0.07040148228406906,-0.31566816568374634,0.8545766472816467,-0.2816906273365021,-0.29979532957077026,0.43425458669662476,-0.01837860234081745,0.6167957186698914,0.07946556806564331,0.06611406058073044,-0.14210158586502075,-0.0305765513330698,0.3608399033546448,-0.241507887840271,0.010223102755844593,0.21740539371967316,-0.10587296634912491,-0.2772447466850281,0.6143888235092163,-0.3116704821586609,-0.42542093992233276,-0.8178300857543945,-0.5761268138885498,-0.06582414358854294,-0.129287987947464,-0.08676491677761078,-0.11960647255182266,-0.221926748752594,-0.18508343398571014,-0.11518567055463791,-0.04706783965229988,0.18929675221443176,0.21630553901195526,0.19800853729248047,0.00577507633715868,-0.42048585414886475,0.1123466044664383,-0.24104037880897522,-0.5615408420562744,0.18218481540679932,-0.06446689367294312,0.16209293901920319,0.33732980489730835,-0.16746589541435242,-0.22611521184444427,0.246273472905159,0.4431280791759491,0.07377864420413971,0.05361510068178177,0.06630326062440872
"GH16_16|CBM6|CBM6,3.D.1,GH50,null,null,null,null,1.B.14,null,null,null,CBM6,GH16_16|CBM13,2.A.98,HTH_1,GH50,FecR,Sigma70_r2|Sigma70_r4,Pyr_redox_2,GH117,2.A.21,GH16_3,null,null,GH2,null,null,null,null,SBP_bac_1,0040266,null,null,GH50,SBP_bac_3|HATPase_c,GerE,null,null,null,null,null,GH127,2.A.1,GntR,null,null,null,null,null,GH167,HTH_AraC|HTH_AraC,null,null,GntR,CBM6|CBM6|GH86|GH86,null,GH50,null,null,null,null,2.A.1,GH86",agarose,-0.3609340786933899,-0.5882271528244019,1.0872538089752197,0.6481696963310242,0.5995389223098755,0.25974851846694946,-0.1469619870185852,0.3868202269077301,0.32929614186286926,0.16261565685272217,-0.7246924638748169,0.05776279792189598,-0.08961130678653717,-0.4482704699039459,0.18790405988693237,-0.26930785179138184,-0.6637084484100342,-1.0111087560653687,0.3674032688140869,-0.31482523679733276,-1.0184227228164673,-1.1344470977783203,-0.30579760670661926,1.0033727884292603,-0.9874354004859924,-0.12230469286441803,0.19624589383602142,-0.4351503849029541,0.8087930679321289,0.5605418086051941,-0.4361589252948761,0.07304234057664871,0.06707926839590073,-0.04698672518134117,-1.0104845762252808,0.22682717442512512,-0.17080926895141602,-0.867243230342865,-0.2714701294898987,0.16349609196186066,0.06551388651132584,-0.05943697690963745,-0.14527729153633118,0.11507730185985565,0.40720757842063904,-0.8512606024742126,0.5524166226387024,-0.464961439371109,0.7804222702980042,0.3644719421863556
"GH2,2.A.21,null,null,3.D.1,null,GH96,GH96,null,null,2.A.1,GH50,GH50,null,GH50,GH29,null,SBP_bac_1,TrmB,null,null,null,null,null,null,null,null,null,null,null,1.B.14,null,GntR,GH50,1.B.14,null,null,null,GH86,null,3.A.1,3.A.1,3.A.1,3.A.1,null,PfkB,GH117|GH117,null,null,null,null,null,null,Pyr_redox_2",agarose,-0.5726610422134399,-0.4396914839744568,0.9854291081428528,0.023402778431773186,0.5993584394454956,0.5593475699424744,0.37304720282554626,0.09968500584363937,0.22573217749595642,0.4167337715625763,-0.35655683279037476,-0.03362254053354263,-0.04687999561429024,-0.43423447012901306,-0.18921531736850739,-0.07365021109580994,-0.5218340158462524,0.07234057039022446,0.5420441627502441,-0.313337117433548,-0.045765623450279236,-0.37691444158554077,-0.541698157787323,0.8452663421630859,-0.6447924971580505,-0.2866239547729492,-0.07501091808080673,-0.8804627656936646,-0.06381132453680038,0.4787474572658539,-0.30356791615486145,0.47741997241973877,0.24507999420166016,-0.05809105560183525,-0.6256555318832397,-0.061698272824287415,0.1653592735528946,-0.038337934762239456,-0.29331767559051514,0.14148113131523132,0.19499079883098602,0.41361257433891296,-0.040820926427841187,-0.35166656970977783,-0.022222721949219704,0.08970936387777328,0.24169538915157318,-0.4508926570415497,0.3065684139728546,0.23013296723365784
"GH16_16,HTH_8,null,PfkB,null,null,null,null,GH2,null,GH117|GH117,3.A.1,3.A.1,3.A.1,LacI,null,GH50",agarose,0.06299789249897003,-0.055128227919340134,0.6660274863243103,0.2563042640686035,-0.261072039604187,0.3684726655483246,-0.1664610654115677,0.214499369263649,0.367186963558197,-0.11398222297430038,-0.3481173813343048,-0.08917587995529175,-0.05521601811051369,-0.4339244067668915,-0.0551934540271759,0.04090668633580208,-0.3598339855670929,0.2613493502140045,0.28807157278060913,-0.30303719639778137,-0.44065892696380615,-0.3042425811290741,-0.27398553490638733,0.4090104401111603,-0.23290464282035828,-0.46319136023521423,0.0788012444972992,-0.3706098198890686,0.02451907843351364,-0.06445614248514175,0.0734340101480484,0.29102036356925964,0.16289213299751282,-0.3452607989311218,-0.30986255407333374,-0.11886931210756302,-0.01357047725468874,-0.2772041857242584,-0.17835398018360138,0.4094436764717102,0.013780548237264156,-0.12035077065229416,-0.25409215688705444,-0.2334802746772766,-0.04801000654697418,0.14516453444957733,0.4981948435306549,-0.15113887190818787,-0.005075184162706137,-0.09582033008337021
"null,null,PL5_1,null,null",alginate,-0.007862834259867668,-0.006293171551078558,0.06902636587619781,0.2515374720096588,0.0256523285061121,-0.011656400747597218,0.0283017810434103,0.12057548016309738,0.1168072447180748,-0.03687610104680061,-0.03581437095999718,0.20366883277893066,-0.22899284958839417,0.03785879537463188,-0.11891510337591171,-0.07386944442987442,0.19181782007217407,-0.31182020902633667,0.0769936814904213,-0.09830454736948013,-0.02257394604384899,-0.20092132687568665,-0.1029331311583519,-0.015692511573433876,0.17751486599445343,-0.2615305781364441,0.2693013548851013,0.08128634095191956,0.029776813462376595,-0.3507571816444397,0.06694720685482025,0.017439255490899086,-0.15403389930725098,0.01878177374601364,-0.07221807539463043,-0.04110687971115112,-0.18293678760528564,-0.09953019767999649,-0.0672929510474205,0.22844050824642181,-0.0631924495100975,0.23863625526428223,0.16365481913089752,-0.11692535877227783,-0.007170272991061211,-0.00214798329398036,-0.04885976016521454,0.14365099370479584,-0.19234126806259155,-0.0872824639081955
"2.A.28,null,PL6|PL6_1,PL17_2|PL17,1.B.14,8.A.46",alginate,-0.03970450907945633,0.36540770530700684,0.30411356687545776,-0.1133510023355484,0.40881332755088806,0.25036489963531494,-0.08154741674661636,0.31100577116012573,0.5481935143470764,0.2507481575012207,-0.12102081626653671,-0.09965813159942627,-0.4417618215084076,0.045400939881801605,-0.08642861247062683,0.10634178668260574,-0.22527660429477692,-0.039172105491161346,0.240858256816864,0.1508638560771942,-0.4727271497249603,-0.36489051580429077,-0.4728410542011261,-0.13068340718746185,-0.03956469148397446,0.013896360993385315,0.3466934263706207,-0.31840693950653076,-0.26312944293022156,-0.2693694829940796,0.1961752027273178,0.1061277911067009,-0.10825123637914658,-0.06393001228570938,-0.20616267621517181,-0.6981559991836548,-0.006192139815539122,-0.22205160558223724,0.17903587222099304,0.2740454375743866,-0.05518236756324768,0.27016666531562805,0.6933313608169556,-0.2746208906173706,-0.11740463227033615,0.0449996255338192,0.16589730978012085,0.024103514850139618,0.20757357776165009,-0.018859272822737694
"1.B.14,GntR,PL6|PL6_1,PL17_2|PL17,AraC_binding,2.A.1,null,PfkB,null,null",alginate,-0.1568637192249298,0.23814530670642853,0.2641327679157257,-0.016584813594818115,0.30589717626571655,0.3634576201438904,0.2142791599035263,0.27523261308670044,0.32963302731513977,0.11472463607788086,-0.46755942702293396,0.1302403211593628,-0.32102853059768677,0.016415616497397423,-0.09733834117650986,-0.03837863728404045,-0.3966625928878784,-0.0019352809758856893,0.35844728350639343,-0.2279043197631836,-0.07016661763191223,-0.2665431797504425,-0.6474146842956543,-0.27946028113365173,0.09247071295976639,-0.25832322239875793,0.39210522174835205,-0.5389174222946167,-0.02886977419257164,-0.3786505460739136,0.09575147181749344,0.3584645986557007,-0.1646217703819275,-0.19668298959732056,-0.10744177550077438,-0.11320614814758301,0.02668539434671402,-0.11713116616010666,0.0378425307571888,-0.10822395235300064,-0.20244786143302917,0.15526624023914337,0.41748708486557007,-0.4111127257347107,-0.04858015105128288,-0.08876270055770874,0.3926923871040344,-0.040198080241680145,0.3731984496116638,-0.04320254549384117
"null,GntR,null,PL6,PL17_2|PL17,2.A.1,null,null",alginate,0.050993699580430984,0.4095800518989563,0.16175901889801025,-0.06783146411180496,0.20496122539043427,0.2989000976085663,0.12642118334770203,0.2088393121957779,0.3317272365093231,0.11948790401220322,-0.2625768184661865,0.08487498760223389,-0.3883945643901825,-0.08067451417446136,-0.1549404263496399,0.18545123934745789,-0.38555318117141724,-0.09524090588092804,0.29497814178466797,0.11055731028318405,-0.27423715591430664,-0.19215525686740875,-0.3729293644428253,-0.11321177333593369,-0.08383874595165253,-0.15084858238697052,0.32597172260284424,-0.31790363788604736,0.04365837574005127,-0.03610941395163536,-0.0008482568664476275,0.21474435925483704,-0.18746650218963623,0.034981619566679,-0.19278012216091156,-0.1892843246459961,0.20128700137138367,-0.28169119358062744,-0.02587410807609558,0.04559415578842163,-0.08881307393312454,0.274781197309494,0.19660140573978424,-0.2676923871040344,-0.1394641101360321,0.12261543422937393,0.23560293018817902,0.09380792826414108,0.15285882353782654,-0.08861367404460907
