sig_gene_seq,high_level_substr,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49
"HTH_8,GH16,GH117|GH117,GH2,GH2,null,null,null,2.A.1,null,null,null,null,null,GH50,GH105|GH154,null,null,null,GH16,null,null,GH86,GH86,null,null,null,1.B.14,HTH_AraC,null,null,GH29,GH16,null,1.B.14,GH2",agarose,0.05326275483361984,0.18929503234348408,-0.10881914453286874,-0.12403472561977412,-0.19979488761409334,0.15498740178238796,0.36962970110930893,0.24210348115057537,0.09188781345361158,-0.1520443107736738,-0.05230970778747609,0.27734802702539846,-0.08741874365430129,-0.06935673390858267,0.2137040593416283,0.00032468950130829687,-0.3239755838325149,0.036419709939142,-0.34780367503040716,0.45920759910031367,0.14764797643415237,-0.5625909692362735,-0.2961484240858178,-0.12999790828478963,-0.08745492989883612,-0.22274320268709408,-0.05805633864120433,-0.12917032334218292,-0.12975848074022092,-0.12854677909298948,0.1335348739827934,-0.10093598994181345,-0.046317545519406464,0.17596148116219984,-0.20636820244161705,0.08011888340115547,0.1302455068614922,-0.07575141677730962,0.21660742095034374,-0.025366775667000758,-0.14849151161156202,0.10338955816175592,-0.33371418145926374,0.1724357123143579,0.27992219061247614,-0.04546695080046591,-0.28521976561138507,-0.008758463945827986,0.1887500334138933,-0.0025242551131860204
"GH2,2.A.21,null,null,3.D.1,null,GH96,GH96,null,null,2.A.1,GH50,GH50,null,null,GH29,null,SBP_bac_1,TrmB,null,null,null,null,null,null,null,null,null,null,null,null,1.B.14,null,GntR,GH50,1.B.14,null,null,null,GH86,null,3.A.1,3.A.1,3.A.1,3.A.1,null,PfkB,GH117|GH117",agarose,0.11696559312392255,0.07032243325850185,-0.0443685092792219,-0.03046893465275667,-0.16884298805071382,0.06589085132605871,0.2798576608148156,0.07584188813913842,0.0658995297034176,-0.2058512759109845,-0.06388099985767384,0.21684450542136113,0.02340870966412583,-0.0804329610486724,0.07615935391917521,0.08621061082967386,-0.3055566695271706,-0.014181371704599231,-0.343395112728586,0.4598948882550609,0.15272877726475803,-0.5297111072102372,-0.25133948244762666,-0.1688900167996786,-0.09303994735284728,-0.1770081982130603,-0.058258689331765076,-0.19360952108756316,-0.15929964488866377,-0.12856081576675785,0.20183426917207484,-0.06533398733911466,0.04068652310940836,0.200095304611082,-0.13274460012207226,0.06312581972808254,0.15574449612473956,0.06439298972943608,0.153572252286332,-0.002563624946894694,-0.1333000813515819,0.12916448759865395,-0.3471052708978556,0.07688797907713725,0.29396311273532255,-0.025837777277492747,-0.24828668037543491,0.08689207538050048,0.15726567770601535,-0.03120026765961428
"GH2,GH141,GH105|GH154,null,null,null,1.B.14,null,null,GH16_11,GH117,GH16_11,GH16_14,GH29,null,null,null,null,null,null,null,HTH_AraC",agarose,0.09318218554329613,0.15442664824102237,-0.1861594293428504,-0.13617183041313421,-0.156524318796785,0.11799934733173122,0.3923063718754312,0.23907187338108601,0.10197102877756824,-0.08505334964264995,-0.07469597637005475,0.26050669262590614,-0.13395453033887822,-0.14210124042533015,0.20667574384614176,-0.03568967051156189,-0.37362322828772926,0.10618631427844419,-0.3200174894021905,0.5364069089941357,0.1925607777160147,-0.5587290680926779,-0.27377360135964723,-0.1061159249233163,-0.047109188673936805,-0.251955635683692,-0.08168120253021302,-0.15361200214323142,-0.05073812701131986,-0.08147365466246138,0.1888492079856603,-0.09041652698879657,-0.011674958271095935,0.1903349954796874,-0.3151337621004685,0.0644375934549,0.17153604182860124,-0.10945594245972841,0.23292014213359874,-0.06714322353186815,-0.14589822033177252,0.1602328833921448,-0.41402395166780637,0.1676479490554851,0.3323719154071549,-0.03572462369566378,-0.24578437176735504,-0.14687212653782056,0.13693753581332124,-0.05495789031619611
"GH16_16|CBM6|CBM6,3.D.1,GH50,null,null,null,null,1.B.14,null,null,null,CBM6,GH16_16|CBM13,2.A.98,HTH_1,GH50,FecR,Sigma70_r2|Sigma70_r4,Pyr_redox_2,GH117,2.A.21,GH16_3,null,null,GH2,null,null,null,null,SBP_bac_1,0040266,null,null,GH50,SBP_bac_3|HATPase_c,GerE,null,null,null,null,null,GH127,2.A.1,GntR,null,null,null,null,null,GH167,HTH_AraC|HTH_AraC,null,null,GntR,CBM6|CBM6|GH86|GH86,null,GH50,null,null,null,null,2.A.1,GH86",agarose,0.11055895674508065,0.18716643065110677,-0.12330729183223513,0.046678134757611484,-0.24533165481665897,0.11199818184185359,0.4086463311687112,0.22360724681574437,0.1419151780428365,-0.14074898151577347,-0.06128614261332485,0.22444289441530904,-0.09959290011061563,-0.06417664960139922,0.09308855432189173,0.06126888017428832,-0.3125599365060528,-0.025691500397644833,-0.3023322851707538,0.4506958427114619,0.06775133102200925,-0.5238138851192262,-0.40372242543122006,-0.19261377066787747,-0.0922283664242261,-0.17408308411379242,-0.09805214138598078,-0.10803445083891144,-0.0919839512789622,-0.09518801708084841,0.08272650488652289,-0.10042111120290226,-0.04256667414059242,0.2756604888709262,-0.21000911243673828,0.0032212392163475873,0.17488995525572035,-0.008076811209321022,0.25793628132022506,-0.04952984688700073,-0.17739805673611247,0.12629835204117829,-0.3592093152821892,0.21298848857016614,0.2554893958278828,-0.08486066730175582,-0.2499516563127852,0.05809308267715904,0.20996708107284373,-0.0030531351609776416
"GH2,2.A.21,null,null,3.D.1,null,GH96,GH96,null,null,2.A.1,GH50,GH50,null,GH50,GH29,null,SBP_bac_1,TrmB,null,null,null,null,null,null,null,null,null,null,null,1.B.14,null,GntR,GH50,1.B.14,null,null,null,GH86,null,3.A.1,3.A.1,3.A.1,3.A.1,null,PfkB,GH117|GH117,null,null,null,null,null,null,Pyr_redox_2",agarose,0.11580324308438734,0.06183858374980363,-0.026775723560289903,-0.02001352364366705,-0.17231843688271262,0.06846370050175624,0.27586119479753757,0.08806312602352012,0.07010782665827058,-0.21020287456498904,-0.05172838494181633,0.22187143394892866,0.031472769582813434,-0.07517510749060999,0.06695165539329702,0.08299140239303762,-0.2997912241653963,-0.01934494985987178,-0.330492318760265,0.4528837659142234,0.14293226752091537,-0.5245189002969048,-0.2544564420188015,-0.16514714258638294,-0.09495980495756323,-0.17135645582933318,-0.04677862579172308,-0.1995423963039436,-0.15473791794343428,-0.13367629152807323,0.2095849106257612,-0.057390525632283904,0.043258606562052264,0.20370238982141017,-0.11591108265248212,0.050490471856160596,0.15810047835111618,0.0755177625539628,0.1504056641324,-0.006724357317117127,-0.1342644226821986,0.1312217778949575,-0.3544254141097719,0.07782698398963972,0.3074699220670895,-0.03791638265617869,-0.24667623730545693,0.09095380387522957,0.16291145245459945,-0.02879102648320523
"GH16_16,HTH_8,null,PfkB,null,null,null,null,GH2,null,GH117|GH117,3.A.1,3.A.1,3.A.1,LacI,null,GH50",agarose,0.018003317734433547,0.13823000266630617,-0.0997656997707155,-0.08486360414988464,-0.26870669579754275,0.07418253875544502,0.370217384563552,0.08461938820417142,0.05529964259929127,-0.16958830236560768,-0.04453143146302965,0.2714903520213233,0.046999596473243505,-0.011749975331541564,0.02151761121220059,0.07173897225099306,-0.3354808928238021,-0.06964648505284761,-0.4218061988552411,0.5426948053969277,0.06106582894507381,-0.5694976929161284,-0.2860640212893486,-0.2392202475004726,-0.06633633582128419,-0.2174211589412557,-0.03509014596541723,-0.16384181077592075,-0.15266159176826477,-0.15050425483948654,0.1655094193087684,-0.053441411091221705,-0.058803526063760124,0.221361440502935,-0.22022247893942726,0.13751105012165177,0.15078648552298546,-0.08464376618050867,0.29196981340646744,-0.00311998650431633,-0.16547122225165367,0.07603375774083866,-0.3111703818043073,0.11835354897711012,0.3161154399212036,-0.01475630814416541,-0.2934213377949264,0.04020624276664522,0.13960025405200818,0.02359897643327713
"null,null,PL5_1,null,null",alginate,0.13947885036468505,0.31648941338062286,0.15267716646194457,0.3038038074970245,-0.1323562055826187,-0.595746648311615,0.6181448459625244,0.11989622786641121,0.02281109094619751,-0.33371882438659667,-0.12405259013175965,0.38394554853439333,0.269518107175827,0.149616277217865,-0.25788443088531493,-0.08328835964202881,-0.20115084275603295,0.09632760286331177,0.01100311279296875,0.03307352066040039,0.438826322555542,-0.3856948700733483,-0.12619693875312804,-0.1690424859523773,-0.1628298804163933,-0.19682729840278626,-0.23372570872306825,-0.008321475982666016,-0.5427504539489746,-0.27328914403915405,0.0077355742454528805,-0.008675518631935119,0.22420094013214112,0.047899270057678224,0.20759141445159912,-0.2090601146221161,0.334554123878479,-0.32470695972442626,0.2148881196975708,-0.011527567356824874,-0.32754356861114503,0.32516861855983736,-0.32022169828414915,0.1400996744632721,0.12680542469024658,-0.5239969193935394,-0.026100707054138184,0.2799440294504166,-0.05709795951843262,-0.18113511204719543
"2.A.28,null,PL6|PL6_1,PL17_2|PL17,1.B.14,8.A.46",alginate,0.12799463496776298,0.4636608003638685,-0.37304913718253374,-0.5095982360653579,0.016821471974253654,-0.10481033916585147,0.5792490262538195,0.17422016069758683,0.27257555769756436,-0.416609313338995,0.03946258354699239,0.31715424731373787,-0.2733324533328414,0.3561371108517051,-0.4244173299521208,0.04405735130421817,-0.5324716195464134,-0.03975594695657492,-0.9909605346620083,0.1605775272473693,0.45490140886977315,-0.8992606103420258,-0.24708808725699782,-0.7692366121336818,-0.5671254890039563,-0.18042777897790074,-0.31445409799925983,0.17255698470398784,-0.08974322862923145,-0.1994786725845188,0.13162462558830157,-0.46402751095592976,-0.6212094286456704,0.39454107230267255,-0.6602632272988558,0.6084872921928763,0.06195170967839658,-0.3839891128009185,0.1884486106573604,-0.11694947921205312,-0.19534760585520416,0.5853745397180319,-0.5751244742423296,0.6631547915749252,0.11239874269813299,-0.2841881029307842,-0.23432218935340643,-0.5321919452399015,0.4369799792766571,0.11431533785071224
"1.B.14,GntR,PL6|PL6_1,PL17_2|PL17,AraC_binding,2.A.1,null,PfkB,null,null",alginate,0.1704468921137353,0.30261008503536385,-0.3001985518882672,-0.27530050339798134,-0.1087984424084425,-0.11385747029756506,0.4251682773853342,-0.022476365867381293,0.1447591238344709,-0.3303089435988416,0.05499276456733545,0.16458041965961456,-0.06781999114900827,0.2809497391184171,-0.32186663647492725,0.1534881293773651,-0.44567247355977696,-0.09119328670203686,-0.7374999138216177,0.2609582996616761,0.4202345485488574,-0.7466929629445076,-0.1154189743877699,-0.47806524640570086,-0.5998332463204861,-0.32198851834982634,-0.29309025608624023,0.031940802931785583,-0.16736051347106695,-0.2513054609298706,0.15319156433300427,-0.22463455035661659,-0.44088191104431945,0.24700791155919433,-0.4158818057427804,0.410138883938392,0.2422851223188142,-0.0966047568557163,0.1542113474376189,-0.026708003754417103,-0.22808296357591948,0.33566018007695675,-0.30503329013784725,0.5653229028296968,0.02674458734691143,-0.2568842793504397,-0.2594496101761858,-0.23694909488161406,0.21081090780595937,0.031343382550403476
"null,GntR,null,PL6,PL17_2|PL17,2.A.1,null,null",alginate,0.13648809637460443,0.3079813275900152,-0.2406611384616958,-0.24283932480547163,-0.08416734884182613,-0.10152801188329856,0.37570711018310654,0.03432284212774701,0.09104123711585999,-0.3431058388410343,0.015178001589245267,0.09937594334284465,0.06598132807347509,0.2438880828105741,-0.18986984425120884,0.12845187137524286,-0.5254605859518051,-0.09158244397905138,-0.6215804881519742,0.31539154632223976,0.42091119951672024,-0.668526848157247,-0.15933882610665429,-0.35346537952621776,-0.5613313664992651,-0.256124849534697,-0.3212815312047799,0.01732113626268175,-0.09926141343182987,-0.2104362448056539,0.22244625869724485,-0.13864481593999597,-0.3583976063463423,0.2750201939294736,-0.24949193414714602,0.3305737285150422,0.2240036129951477,-0.03496086928579542,0.1869034560190307,-0.004349095953835381,-0.21047069297896492,0.3649839825100369,-0.24895913071102566,0.6133802135785421,0.049869634211063385,-0.2795739380849732,-0.345071522725953,-0.17882414990001255,0.23544123272101083,0.04864917705870337
